Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,,,ES20021,PER_10000,ES20021,0.0
2020,,,ES20021,PER_10000,ES20021,0.0
2020,,,ES48016,PER_10000,ES48016,2.6
2019,,,ES48016,PER_10000,ES48016,0.0
2018,,,ES48016,PER_10000,ES48016,0.0
2020,,,ES01014,PER_10000,ES01014,0.0
2019,,,ES01014,PER_10000,ES01014,0.0
2018,,,ES01014,PER_10000,ES01014,0.0
2018,,,ES20022,PER_10000,ES20022,0.0
2019,,,ES20022,PER_10000,ES20022,0.0
2020,,,ES20022,PER_10000,ES20022,0.0
2019,,,ES20074,PER_10000,ES20074,5.4
2020,,,ES20074,PER_10000,ES20074,4.1
2018,,,ES20074,PER_10000,ES20074,5.3
2019,,,ES48017,PER_10000,ES48017,2.3
2020,,,ES48017,PER_10000,ES48017,1.2
2018,,,ES48017,PER_10000,ES48017,3.5
2018,,,ES01016,PER_10000,ES01016,0.0
2020,,,ES01016,PER_10000,ES01016,0.0
2019,,,ES01016,PER_10000,ES01016,0.0
2018,,,ES48018,PER_10000,ES48018,0.0
2020,,,ES48018,PER_10000,ES48018,0.0
2019,,,ES48018,PER_10000,ES48018,0.0
2020,,,ES48019,PER_10000,ES48019,0.0
2019,,,ES48019,PER_10000,ES48019,0.0
2018,,,ES48019,PER_10000,ES48019,4.3
2018,,,ES20023,PER_10000,ES20023,0.0
2020,,,ES20023,PER_10000,ES20023,0.0
2019,,,ES20023,PER_10000,ES20023,0.0
2018,,,ES20024,PER_10000,ES20024,0.0
2019,,,ES20024,PER_10000,ES20024,0.0
2020,,,ES20024,PER_10000,ES20024,0.0
2018,,,ES48020,PER_10000,ES48020,5.6
2020,,,ES48020,PER_10000,ES48020,4.5
2019,,,ES48020,PER_10000,ES48020,3.5
2018,,,ES48021,PER_10000,ES48021,0.0
2019,,,ES48021,PER_10000,ES48021,0.0
2020,,,ES48021,PER_10000,ES48021,0.0
2020,,,ES01017,PER_10000,ES01017,0.0
2018,,,ES01017,PER_10000,ES01017,0.0
2019,,,ES01017,PER_10000,ES01017,0.0
2019,,,ES20029,PER_10000,ES20029,0.0
2018,,,ES20029,PER_10000,ES20029,3.7
2020,,,ES20029,PER_10000,ES20029,0.0
2019,,,ES48901,PER_10000,ES48901,2.9
2020,,,ES48901,PER_10000,ES48901,2.8
2018,,,ES48901,PER_10000,ES48901,5.9
2018,,,ES48026,PER_10000,ES48026,0.0
2019,,,ES48026,PER_10000,ES48026,0.0
2020,,,ES48026,PER_10000,ES48026,0.0
2018,,,ES20069,PER_10000,ES20069,4.9
2020,,,ES20069,PER_10000,ES20069,5.7
2019,,,ES20069,PER_10000,ES20069,3.4
2018,,,ES48027,PER_10000,ES48027,3.3
2020,,,ES48027,PER_10000,ES48027,4.5
2019,,,ES48027,PER_10000,ES48027,3.2
2020,,,ES48028,PER_10000,ES48028,0.0
2019,,,ES48028,PER_10000,ES48028,0.0
2018,,,ES48028,PER_10000,ES48028,0.0
2019,,,ES20030,PER_10000,ES20030,2.8
2020,,,ES20030,PER_10000,ES20030,6.4
2018,,,ES20030,PER_10000,ES20030,2.8
2020,,,ES48031,PER_10000,ES48031,0.0
2019,,,ES48031,PER_10000,ES48031,0.0
2018,,,ES48031,PER_10000,ES48031,0.0
2018,,,ES01021,PER_10000,ES01021,0.0
2019,,,ES01021,PER_10000,ES01021,0.0
2020,,,ES01021,PER_10000,ES01021,0.0
2018,,,ES01022,PER_10000,ES01022,0.0
2019,,,ES01022,PER_10000,ES01022,0.0
2020,,,ES01022,PER_10000,ES01022,0.0
2020,,,ES20031,PER_10000,ES20031,0.0
2018,,,ES20031,PER_10000,ES20031,0.0
2019,,,ES20031,PER_10000,ES20031,0.0
2018,,,ES20033,PER_10000,ES20033,0.0
2020,,,ES20033,PER_10000,ES20033,0.0
2019,,,ES20033,PER_10000,ES20033,0.0
2019,,,ES20032,PER_10000,ES20032,6.9
2018,,,ES20032,PER_10000,ES20032,3.4
2020,,,ES20032,PER_10000,ES20032,0.0
2018,,,ES48032,PER_10000,ES48032,2.6
2019,,,ES48032,PER_10000,ES48032,0.0
2020,,,ES48032,PER_10000,ES48032,0.0
2020,,,ES01023,PER_10000,ES01023,0.0
2018,,,ES01023,PER_10000,ES01023,0.0
2019,,,ES01023,PER_10000,ES01023,0.0
2018,,,ES48902,PER_10000,ES48902,6.4
2019,,,ES48902,PER_10000,ES48902,6.4
2020,,,ES48902,PER_10000,ES48902,4.8
2018,,,ES48033,PER_10000,ES48033,0.0
2019,,,ES48033,PER_10000,ES48033,0.0
2020,,,ES48033,PER_10000,ES48033,0.0
2020,,,ES48034,PER_10000,ES48034,0.0
2019,,,ES48034,PER_10000,ES48034,1.2
2018,,,ES48034,PER_10000,ES48034,1.2
2018,,,ES20067,PER_10000,ES20067,1.9
2019,,,ES20067,PER_10000,ES20067,2.4
2020,,,ES20067,PER_10000,ES20067,4.4
2019,,,ES20066,PER_10000,ES20066,0.0
2020,,,ES20066,PER_10000,ES20066,38.6
2018,,,ES20066,PER_10000,ES20066,0.0
2020,,,ES01046,PER_10000,ES01046,0.0
2019,,,ES01046,PER_10000,ES01046,0.0
2018,,,ES01046,PER_10000,ES01046,0.0
2018,,,ES48079,PER_10000,ES48079,0.0
2020,,,ES48079,PER_10000,ES48079,0.0
2019,,,ES48079,PER_10000,ES48079,0.0
2018,,,ES20034,PER_10000,ES20034,0.0
2019,,,ES20034,PER_10000,ES20034,0.0
2020,,,ES20034,PER_10000,ES20034,4.9
2018,,,ES48029,PER_10000,ES48029,0.0
2019,,,ES48029,PER_10000,ES48029,1.7
2020,,,ES48029,PER_10000,ES48029,1.7
2019,,,ES48030,PER_10000,ES48030,0.0
2018,,,ES48030,PER_10000,ES48030,0.0
2020,,,ES48030,PER_10000,ES48030,0.0
2019,,,ES20035,PER_10000,ES20035,34.0
2020,,,ES20035,PER_10000,ES20035,0.0
2018,,,ES20035,PER_10000,ES20035,0.0
2020,,,ES48906,PER_10000,ES48906,0.0
2019,,,ES48906,PER_10000,ES48906,0.0
2018,,,ES48906,PER_10000,ES48906,0.0
2020,,,ES48035,PER_10000,ES48035,0.0
2018,,,ES48035,PER_10000,ES48035,0.0
2019,,,ES48035,PER_10000,ES48035,0.0
2018,,,ES20038,PER_10000,ES20038,0.0
2020,,,ES20038,PER_10000,ES20038,0.0
2019,,,ES20038,PER_10000,ES20038,0.0
2019,,,ES20037,PER_10000,ES20037,0.0
2018,,,ES20037,PER_10000,ES20037,0.0
2020,,,ES20037,PER_10000,ES20037,0.0
2019,,,ES48036,PER_10000,ES48036,0.7
2018,,,ES48036,PER_10000,ES48036,0.7
2020,,,ES48036,PER_10000,ES48036,2.7
2018,,,ES48037,PER_10000,ES48037,0.0
2020,,,ES48037,PER_10000,ES48037,0.0
2019,,,ES48037,PER_10000,ES48037,0.0
2018,,,ES48038,PER_10000,ES48038,0.0
2020,,,ES48038,PER_10000,ES48038,0.0
2019,,,ES48038,PER_10000,ES48038,0.0
2019,,,ES48039,PER_10000,ES48039,0.0
2020,,,ES48039,PER_10000,ES48039,0.0
2018,,,ES48039,PER_10000,ES48039,0.0
2019,,,ES48040,PER_10000,ES48040,0.0
2018,,,ES48040,PER_10000,ES48040,0.0
2020,,,ES48040,PER_10000,ES48040,0.0
2020,,,ES48041,PER_10000,ES48041,0.0
2018,,,ES48041,PER_10000,ES48041,0.0
2019,,,ES48041,PER_10000,ES48041,0.0
2018,,,ES20907,PER_10000,ES20907,0.0
2019,,,ES20907,PER_10000,ES20907,0.0
2020,,,ES20907,PER_10000,ES20907,0.0
2019,,,ES48046,PER_10000,ES48046,1.1
2020,,,ES48046,PER_10000,ES48046,4.6
2018,,,ES48046,PER_10000,ES48046,2.3
2019,,,ES20039,PER_10000,ES20039,0.0
2018,,,ES20039,PER_10000,ES20039,0.0
2020,,,ES20039,PER_10000,ES20039,7.0
2020,,,ES48044,PER_10000,ES48044,1.5
2019,,,ES48044,PER_10000,ES48044,2.7
2018,,,ES48044,PER_10000,ES48044,2.9
2018,,,ES48047,PER_10000,ES48047,0.0
2020,,,ES48047,PER_10000,ES48047,0.0
2019,,,ES48047,PER_10000,ES48047,0.0
2019,,,ES48042,PER_10000,ES48042,24.2
2018,,,ES48042,PER_10000,ES48042,0.0
2020,,,ES48042,PER_10000,ES48042,0.0
2020,,,ES48043,PER_10000,ES48043,0.0
2018,,,ES48043,PER_10000,ES48043,16.6
2019,,,ES48043,PER_10000,ES48043,6.5
2018,,,ES48045,PER_10000,ES48045,5.9
2020,,,ES48045,PER_10000,ES48045,0.0
2019,,,ES48045,PER_10000,ES48045,8.9
2019,,,ES01056,PER_10000,ES01056,0.0
2020,,,ES01056,PER_10000,ES01056,0.0
2018,,,ES01056,PER_10000,ES01056,0.0
2019,,,ES20040,PER_10000,ES20040,10.6
2018,,,ES20040,PER_10000,ES20040,4.9
2020,,,ES20040,PER_10000,ES20040,2.9
2018,,,ES20041,PER_10000,ES20041,0.0
2019,,,ES20041,PER_10000,ES20041,66.2
2020,,,ES20041,PER_10000,ES20041,0.0
2020,,,ES20036,PER_10000,ES20036,7.0
2018,,,ES20036,PER_10000,ES20036,7.0
2019,,,ES20036,PER_10000,ES20036,1.2
2018,,,ES20042,PER_10000,ES20042,0.0
2019,,,ES20042,PER_10000,ES20042,4.7
2020,,,ES20042,PER_10000,ES20042,4.8
2020,,,ES48048,PER_10000,ES48048,0.0
2018,,,ES48048,PER_10000,ES48048,65.8
2019,,,ES48048,PER_10000,ES48048,0.0
2018,,,ES20043,PER_10000,ES20043,0.0
2019,,,ES20043,PER_10000,ES20043,0.0
2020,,,ES20043,PER_10000,ES20043,0.0
2020,,,ES48094,PER_10000,ES48094,4.7
2019,,,ES48094,PER_10000,ES48094,4.6
2018,,,ES48094,PER_10000,ES48094,0.0
2018,,,ES20044,PER_10000,ES20044,0.0
2020,,,ES20044,PER_10000,ES20044,0.0
2019,,,ES20044,PER_10000,ES20044,0.0
2019,,,ES20045,PER_10000,ES20045,3.9
2018,,,ES20045,PER_10000,ES20045,4.5
2020,,,ES20045,PER_10000,ES20045,8.4
2018,,,ES01901,PER_10000,ES01901,0.0
2019,,,ES01901,PER_10000,ES01901,0.0
2020,,,ES01901,PER_10000,ES01901,0.0
2018,,,ES20046,PER_10000,ES20046,0.0
2020,,,ES20046,PER_10000,ES20046,0.0
2019,,,ES20046,PER_10000,ES20046,0.0
2018,,,ES01027,PER_10000,ES01027,0.0
2019,,,ES01027,PER_10000,ES01027,0.0
2020,,,ES01027,PER_10000,ES01027,0.0
2018,,,ES48049,PER_10000,ES48049,0.0
2020,,,ES48049,PER_10000,ES48049,0.0
2019,,,ES48049,PER_10000,ES48049,0.0
2020,,,ES20047,PER_10000,ES20047,0.0
2019,,,ES20047,PER_10000,ES20047,0.0
2018,,,ES20047,PER_10000,ES20047,0.0
2020,,,ES48910,PER_10000,ES48910,5.3
2018,,,ES48910,PER_10000,ES48910,5.3
2019,,,ES48910,PER_10000,ES48910,0.0
2019,,,ES48050,PER_10000,ES48050,0.0
2018,,,ES48050,PER_10000,ES48050,0.0
2020,,,ES48050,PER_10000,ES48050,0.0
2018,,,ES48022,PER_10000,ES48022,0.0
2020,,,ES48022,PER_10000,ES48022,0.0
2019,,,ES48022,PER_10000,ES48022,0.0
2019,,,ES48907,PER_10000,ES48907,0.0
2018,,,ES48907,PER_10000,ES48907,0.0
2020,,,ES48907,PER_10000,ES48907,0.0
2019,,,ES01019,PER_10000,ES01019,0.0
2020,,,ES01019,PER_10000,ES01019,0.0
2018,,,ES01019,PER_10000,ES01019,0.0
2019,,,ES01020,PER_10000,ES01020,0.0
2018,,,ES01020,PER_10000,ES01020,0.0
2020,,,ES01020,PER_10000,ES01020,0.0
2020,,,ES01028,PER_10000,ES01028,0.0
2019,,,ES01028,PER_10000,ES01028,0.0
2018,,,ES01028,PER_10000,ES01028,13.4
2020,,,ES01030,PER_10000,ES01030,0.0
2019,,,ES01030,PER_10000,ES01030,0.0
2018,,,ES01030,PER_10000,ES01030,0.0
2020,,,ES01031,PER_10000,ES01031,0.0
2018,,,ES01031,PER_10000,ES01031,0.0
2019,,,ES01031,PER_10000,ES01031,0.0
2018,,,ES01032,PER_10000,ES01032,0.0
2019,,,ES01032,PER_10000,ES01032,0.0
2020,,,ES01032,PER_10000,ES01032,0.0
2020,,,ES48051,PER_10000,ES48051,0.0
2018,,,ES48051,PER_10000,ES48051,0.0
2019,,,ES48051,PER_10000,ES48051,0.0
2019,,,ES01902,PER_10000,ES01902,0.0
2018,,,ES01902,PER_10000,ES01902,0.0
2020,,,ES01902,PER_10000,ES01902,0.0
2020,,,ES01033,PER_10000,ES01033,23.8
2018,,,ES01033,PER_10000,ES01033,0.0
2019,,,ES01033,PER_10000,ES01033,0.0
2019,,,ES48052,PER_10000,ES48052,0.0
2018,,,ES48052,PER_10000,ES48052,0.0
2020,,,ES48052,PER_10000,ES48052,0.0
2019,,,ES20048,PER_10000,ES20048,0.0
2020,,,ES20048,PER_10000,ES20048,0.0
2018,,,ES20048,PER_10000,ES20048,0.0
2018,,,ES20902,PER_10000,ES20902,2.1
2019,,,ES20902,PER_10000,ES20902,6.1
2020,,,ES20902,PER_10000,ES20902,2.0
2019,,,ES01036,PER_10000,ES01036,4.3
2020,,,ES01036,PER_10000,ES01036,2.2
2018,,,ES01036,PER_10000,ES01036,3.2
2020,,,ES48053,PER_10000,ES48053,0.0
2019,,,ES48053,PER_10000,ES48053,0.0
2018,,,ES48053,PER_10000,ES48053,0.0
2020,,,ES20049,PER_10000,ES20049,6.9
2019,,,ES20049,PER_10000,ES20049,10.5
2018,,,ES20049,PER_10000,ES20049,3.6
2018,,,ES20050,PER_10000,ES20050,0.0
2020,,,ES20050,PER_10000,ES20050,0.0
2019,,,ES20050,PER_10000,ES20050,0.0
2018,,,ES20051,PER_10000,ES20051,0.0
2019,,,ES20051,PER_10000,ES20051,0.0
2020,,,ES20051,PER_10000,ES20051,4.8
2018,,,ES20052,PER_10000,ES20052,0.0
2019,,,ES20052,PER_10000,ES20052,0.0
2020,,,ES20052,PER_10000,ES20052,0.0
2020,,,ES01058,PER_10000,ES01058,0.0
2018,,,ES01058,PER_10000,ES01058,0.0
2019,,,ES01058,PER_10000,ES01058,0.0
2020,,,ES20068,PER_10000,ES20068,0.0
2019,,,ES20068,PER_10000,ES20068,0.0
2018,,,ES20068,PER_10000,ES20068,0.0
2019,,,ES48054,PER_10000,ES48054,0.6
2018,,,ES48054,PER_10000,ES48054,1.2
2020,,,ES48054,PER_10000,ES48054,3.1
2018,,,ES48057,PER_10000,ES48057,5.5
2020,,,ES48057,PER_10000,ES48057,8.2
2019,,,ES48057,PER_10000,ES48057,2.7
2018,,,ES48055,PER_10000,ES48055,0.0
2020,,,ES48055,PER_10000,ES48055,0.0
2019,,,ES48055,PER_10000,ES48055,0.0
2019,,,ES48056,PER_10000,ES48056,0.0
2018,,,ES48056,PER_10000,ES48056,0.0
2020,,,ES48056,PER_10000,ES48056,0.0
2019,,,ES01034,PER_10000,ES01034,90.1
2020,,,ES01034,PER_10000,ES01034,0.0
2018,,,ES01034,PER_10000,ES01034,0.0
2020,,,ES48081,PER_10000,ES48081,0.0
2018,,,ES48081,PER_10000,ES48081,8.1
2019,,,ES48081,PER_10000,ES48081,8.1
2018,,,ES20053,PER_10000,ES20053,0.0
2019,,,ES20053,PER_10000,ES20053,3.3
2020,,,ES20053,PER_10000,ES20053,13.1
2018,,,ES20054,PER_10000,ES20054,0.0
2020,,,ES20054,PER_10000,ES20054,0.0
2019,,,ES20054,PER_10000,ES20054,0.0
2019,,,ES48903,PER_10000,ES48903,9.0
2018,,,ES48903,PER_10000,ES48903,0.0
2020,,,ES48903,PER_10000,ES48903,0.0
2019,,,ES48058,PER_10000,ES48058,0.0
2018,,,ES48058,PER_10000,ES48058,0.0
2020,,,ES48058,PER_10000,ES48058,0.0
2020,,,ES48059,PER_10000,ES48059,0.0
2018,,,ES48059,PER_10000,ES48059,0.0
2019,,,ES48059,PER_10000,ES48059,0.0
2019,,,ES48060,PER_10000,ES48060,0.0
2018,,,ES48060,PER_10000,ES48060,8.2
2020,,,ES48060,PER_10000,ES48060,4.1
2020,,,ES48061,PER_10000,ES48061,0.0
2018,,,ES48061,PER_10000,ES48061,0.0
2019,,,ES48061,PER_10000,ES48061,0.0
2018,,,ES20901,PER_10000,ES20901,0.0
2019,,,ES20901,PER_10000,ES20901,0.0
2020,,,ES20901,PER_10000,ES20901,0.0
2019,,,ES48062,PER_10000,ES48062,0.0
2018,,,ES48062,PER_10000,ES48062,0.0
2020,,,ES48062,PER_10000,ES48062,0.0
2018,,,ES48063,PER_10000,ES48063,0.0
2020,,,ES48063,PER_10000,ES48063,0.0
2019,,,ES48063,PER_10000,ES48063,0.0
2018,,,ES48064,PER_10000,ES48064,0.0
2020,,,ES48064,PER_10000,ES48064,0.0
2019,,,ES48064,PER_10000,ES48064,0.0
2019,,,ES01039,PER_10000,ES01039,0.0
2018,,,ES01039,PER_10000,ES01039,0.0
2020,,,ES01039,PER_10000,ES01039,0.0
2019,,,ES48066,PER_10000,ES48066,0.0
2018,,,ES48066,PER_10000,ES48066,0.0
2020,,,ES48066,PER_10000,ES48066,0.0
2020,,,ES48068,PER_10000,ES48068,0.0
2019,,,ES48068,PER_10000,ES48068,0.0
2018,,,ES48068,PER_10000,ES48068,0.0
2020,,,ES48069,PER_10000,ES48069,1.1
2018,,,ES48069,PER_10000,ES48069,1.1
2019,,,ES48069,PER_10000,ES48069,1.1
2018,,,ES48007,PER_10000,ES48007,0.0
2019,,,ES48007,PER_10000,ES48007,0.0
2020,,,ES48007,PER_10000,ES48007,0.0
2019,,,ES48908,PER_10000,ES48908,0.0
2020,,,ES48908,PER_10000,ES48908,0.0
2018,,,ES48908,PER_10000,ES48908,0.0
2018,,,ES48071,PER_10000,ES48071,0.0
2020,,,ES48071,PER_10000,ES48071,5.4
2019,,,ES48071,PER_10000,ES48071,5.3
2019,,,ES20057,PER_10000,ES20057,0.0
2018,,,ES20057,PER_10000,ES20057,0.0
2020,,,ES20057,PER_10000,ES20057,0.0
2020,,,ES20056,PER_10000,ES20056,0.0
2019,,,ES20056,PER_10000,ES20056,0.0
2018,,,ES20056,PER_10000,ES20056,0.0
2020,,,ES48067,PER_10000,ES48067,14.3
2019,,,ES48067,PER_10000,ES48067,0.0
2018,,,ES48067,PER_10000,ES48067,0.0
2020,,,ES48909,PER_10000,ES48909,0.0
2019,,,ES48909,PER_10000,ES48909,0.0
