Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,SP_ACS_BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,97.2
2016,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,97.2
2018,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,97.1
2014,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2020,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.5
2023,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.7
2023,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2019,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2022,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.6
2016,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2010,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2010,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.9
2013,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2013,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,97.1
2019,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.4
2021,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2022,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2021,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,96.6
2020,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2018,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2015,SP_ACS_BSRVH2O,,,Aduna,PT,Aduna,100.0
2014,SP_ACS_BSRVSAN,,,Aduna,PT,Aduna,97.1
2016,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2015,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2013,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2013,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.8
2018,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2010,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2022,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2018,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2015,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2021,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2020,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2022,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2019,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2021,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2016,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2014,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2014,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2023,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2019,SP_ACS_BSRVH2O,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,100.0
2023,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.8
2020,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.9
2010,SP_ACS_BSRVSAN,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,99.8
2013,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2022,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2010,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.7
2020,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2015,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.6
2016,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2019,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2018,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2022,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.2
2019,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.4
2018,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.4
2015,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2023,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2020,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.4
2023,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.2
2021,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.5
2013,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.7
2021,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2010,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2016,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.4
2014,SP_ACS_BSRVH2O,,,Aia,PT,Aia,99.7
2014,SP_ACS_BSRVSAN,,,Aia,PT,Aia,99.6
2014,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2023,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2018,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2015,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2020,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2021,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2010,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2014,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2019,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2015,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2022,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2023,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2016,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2019,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2016,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2018,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2010,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2022,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2020,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2021,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2013,SP_ACS_BSRVSAN,,,Aizarnazabal,PT,Aizarnazabal,100.0
2013,SP_ACS_BSRVH2O,,,Aizarnazabal,PT,Aizarnazabal,99.6
2018,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2013,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2023,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2010,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2020,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2022,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2019,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2020,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2014,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2015,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2015,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2016,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2018,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2022,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2021,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2019,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2016,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2010,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2013,SP_ACS_BSRVH2O,,,Ajangiz,PT,Ajangiz,100.0
2021,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2023,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2014,SP_ACS_BSRVSAN,,,Ajangiz,PT,Ajangiz,100.0
2014,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2021,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2015,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2023,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2018,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,98.2
2016,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,96.6
2015,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,96.6
2018,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2020,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,98.2
2020,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2019,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2023,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,97.4
2014,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,96.7
2010,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,97.3
2019,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,98.2
2013,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2022,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2013,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,97.5
2022,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,97.4
2021,SP_ACS_BSRVSAN,,,Albiztur,PT,Albiztur,98.2
2010,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2016,SP_ACS_BSRVH2O,,,Albiztur,PT,Albiztur,100.0
2020,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.9
2013,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2021,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2015,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2016,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2013,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2018,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2018,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2010,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.7
2022,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2020,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2022,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.9
2010,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2014,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2015,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2023,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2016,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2023,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.9
2014,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2019,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.6
2019,SP_ACS_BSRVH2O,,,Alegia,PT,Alegia,100.0
2021,SP_ACS_BSRVSAN,,,Alegia,PT,Alegia,99.9
2020,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2020,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2023,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2010,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.7
2016,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2014,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2019,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2014,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.8
2021,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,100.0
2013,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2022,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,100.0
2021,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2018,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2015,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2018,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2019,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2023,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,100.0
2015,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2016,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2013,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.8
2010,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.8
2022,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2022,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.0
2019,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2013,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,96.9
2010,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.6
2023,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2015,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,96.9
2018,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2020,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2014,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2010,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2019,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,96.9
2016,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2023,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.0
2021,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.0
2018,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.0
2022,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2013,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2021,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2020,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.0
2014,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,97.6
2016,SP_ACS_BSRVSAN,,,Alkiza,PT,Alkiza,96.9
2015,SP_ACS_BSRVH2O,,,Alkiza,PT,Alkiza,100.0
2016,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.5
2022,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2022,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,100.0
2021,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.5
2018,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.4
2023,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,100.0
2021,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,100.0
2016,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.2
2013,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2015,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.1
2013,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.2
2020,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.5
2023,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2014,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2019,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.4
2019,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2010,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2018,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.5
2010,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.2
2014,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,98.1
2015,SP_ACS_BSRVH2O,,,Alonsotegi,PT,Alonsotegi,99.4
2020,SP_ACS_BSRVSAN,,,Alonsotegi,PT,Alonsotegi,100.0
2010,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2014,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.5
2022,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2016,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2015,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2023,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2010,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.5
2018,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2014,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2019,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2023,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.6
2020,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2013,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.5
2013,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
2018,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.7
2021,SP_ACS_BSRVSAN,,,Altzaga,PT,Altzaga,96.5
2021,SP_ACS_BSRVH2O,,,Altzaga,PT,Altzaga,100.0
